text,sentiment,rating,category,verified_purchase,helpful_votes,price_range
Terrible quality! Broke after just one day of use. Complete waste of money!,Negative,2,Beauty,False,96,$25-50
Misleading description and terrible quality. Avoid this seller!,Negative,2,Toys,True,72,$50-100
Poor quality materials and shoddy construction. Very disappointed!,Negative,1,Toys,True,43,$50-100
Worst purchase ever! Nothing like the description. Requesting refund immediately!,Negative,2,Electronics,True,81,$100+
Overpriced junk! Product arrived damaged and customer service is unhelpful!,Negative,2,Clothing,False,10,$50-100
Cheap quality that falls apart immediately. Not worth any price!,Negative,2,Electronics,True,24,$0-25
Misleading description and terrible quality. Avoid this seller!,Negative,2,Toys,True,84,$50-100
Misleading description and terrible quality. Avoid this seller!,Negative,2,Electronics,True,13,$25-50
Completely useless! Product doesn't do what it claims to do!,Negative,2,Electronics,False,57,$100+
Worst purchase ever! Nothing like the description. Requesting refund immediately!,Negative,1,Electronics,True,36,$100+
Horrible experience! Product is defective and return process is nightmare!,Negative,1,Toys,False,82,$25-50
Terrible quality! Broke after just one day of use. Complete waste of money!,Negative,1,Toys,True,36,$0-25
Complete garbage! Doesn't work as advertised. Save your money!,Negative,1,Home & Kitchen,True,1,$25-50
Complete garbage! Doesn't work as advertised. Save your money!,Negative,2,Beauty,False,73,$50-100
Completely useless! Product doesn't do what it claims to do!,Negative,2,Beauty,True,100,$50-100
Complete garbage! Doesn't work as advertised. Save your money!,Negative,2,Home & Kitchen,True,46,$50-100
Misleading description and terrible quality. Avoid this seller!,Negative,1,Books,False,38,$50-100
Horrible experience! Product is defective and return process is nightmare!,Negative,1,Electronics,True,91,$25-50
Completely useless! Product doesn't do what it claims to do!,Negative,2,Electronics,True,27,$50-100
Complete garbage! Doesn't work as advertised. Save your money!,Negative,1,Home & Kitchen,True,1,$50-100
Completely useless! Product doesn't do what it claims to do!,Negative,2,Beauty,False,83,$100+
Worst purchase ever! Nothing like the description. Requesting refund immediately!,Negative,2,Books,True,48,$25-50
Overpriced junk! Product arrived damaged and customer service is unhelpful!,Negative,1,Beauty,True,46,$50-100
Terrible quality! Broke after just one day of use. Complete waste of money!,Negative,1,Toys,True,81,$25-50
Cheap quality that falls apart immediately. Not worth any price!,Negative,1,Books,False,87,$100+
Cheap quality that falls apart immediately. Not worth any price!,Negative,2,Clothing,True,27,$25-50
Cheap quality that falls apart immediately. Not worth any price!,Negative,2,Clothing,True,21,$50-100
Worst purchase ever! Nothing like the description. Requesting refund immediately!,Negative,1,Books,True,39,$25-50
Misleading description and terrible quality. Avoid this seller!,Negative,1,Electronics,False,87,$0-25
Cheap quality that falls apart immediately. Not worth any price!,Negative,2,Beauty,False,69,$50-100
Overpriced junk! Product arrived damaged and customer service is unhelpful!,Negative,1,Books,False,68,$0-25
Horrible experience! Product is defective and return process is nightmare!,Negative,1,Clothing,True,12,$50-100
Poor quality materials and shoddy construction. Very disappointed!,Negative,2,Toys,False,27,$100+
Misleading description and terrible quality. Avoid this seller!,Negative,2,Beauty,False,28,$0-25
Completely useless! Product doesn't do what it claims to do!,Negative,2,Toys,True,3,$50-100
Completely useless! Product doesn't do what it claims to do!,Negative,2,Clothing,True,65,$25-50
Cheap quality that falls apart immediately. Not worth any price!,Negative,1,Electronics,True,27,$100+
Misleading description and terrible quality. Avoid this seller!,Negative,2,Sports,True,85,$100+
Poor quality materials and shoddy construction. Very disappointed!,Negative,2,Electronics,False,76,$0-25
Worst purchase ever! Nothing like the description. Requesting refund immediately!,Negative,2,Toys,False,41,$100+
Worst purchase ever! Nothing like the description. Requesting refund immediately!,Negative,2,Clothing,True,82,$100+
Worst purchase ever! Nothing like the description. Requesting refund immediately!,Negative,1,Sports,True,55,$25-50
Horrible experience! Product is defective and return process is nightmare!,Negative,2,Sports,True,72,$50-100
Complete garbage! Doesn't work as advertised. Save your money!,Negative,2,Electronics,True,87,$0-25
Cheap quality that falls apart immediately. Not worth any price!,Negative,2,Books,False,88,$0-25
Horrible experience! Product is defective and return process is nightmare!,Negative,1,Sports,False,6,$0-25
Worst purchase ever! Nothing like the description. Requesting refund immediately!,Negative,2,Clothing,False,61,$100+
Awful product with zero quality control. Very frustrated with purchase!,Negative,1,Books,False,46,$100+
Complete garbage! Doesn't work as advertised. Save your money!,Negative,2,Home & Kitchen,True,97,$50-100
Horrible experience! Product is defective and return process is nightmare!,Negative,2,Toys,False,90,$50-100
Worst purchase ever! Nothing like the description. Requesting refund immediately!,Negative,2,Books,False,40,$50-100
Complete garbage! Doesn't work as advertised. Save your money!,Negative,1,Sports,True,29,$0-25
Horrible experience! Product is defective and return process is nightmare!,Negative,1,Beauty,False,22,$25-50
Complete garbage! Doesn't work as advertised. Save your money!,Negative,2,Clothing,False,44,$100+
Complete garbage! Doesn't work as advertised. Save your money!,Negative,2,Toys,False,38,$25-50
Horrible experience! Product is defective and return process is nightmare!,Negative,2,Toys,False,18,$100+
Completely useless! Product doesn't do what it claims to do!,Negative,2,Clothing,True,20,$25-50
Terrible quality! Broke after just one day of use. Complete waste of money!,Negative,2,Books,True,4,$100+
Worst purchase ever! Nothing like the description. Requesting refund immediately!,Negative,2,Home & Kitchen,True,88,$25-50
Horrible experience! Product is defective and return process is nightmare!,Negative,2,Clothing,False,35,$25-50
Complete garbage! Doesn't work as advertised. Save your money!,Negative,2,Sports,True,79,$0-25
Awful product with zero quality control. Very frustrated with purchase!,Negative,1,Home & Kitchen,True,26,$100+
Completely useless! Product doesn't do what it claims to do!,Negative,1,Toys,True,76,$25-50
Overpriced junk! Product arrived damaged and customer service is unhelpful!,Negative,1,Electronics,False,12,$0-25
Worst purchase ever! Nothing like the description. Requesting refund immediately!,Negative,2,Toys,True,56,$50-100
Terrible quality! Broke after just one day of use. Complete waste of money!,Negative,2,Toys,True,60,$50-100
Terrible quality! Broke after just one day of use. Complete waste of money!,Negative,2,Electronics,False,31,$50-100
Cheap quality that falls apart immediately. Not worth any price!,Negative,1,Clothing,False,61,$50-100
Horrible experience! Product is defective and return process is nightmare!,Negative,1,Toys,False,100,$50-100
Awful product with zero quality control. Very frustrated with purchase!,Negative,1,Books,True,5,$0-25
Overpriced junk! Product arrived damaged and customer service is unhelpful!,Negative,2,Electronics,False,15,$50-100
Misleading description and terrible quality. Avoid this seller!,Negative,2,Toys,False,70,$25-50
Awful product with zero quality control. Very frustrated with purchase!,Negative,1,Sports,False,89,$25-50
Worst purchase ever! Nothing like the description. Requesting refund immediately!,Negative,1,Books,True,63,$25-50
Worst purchase ever! Nothing like the description. Requesting refund immediately!,Negative,2,Electronics,True,16,$100+
Misleading description and terrible quality. Avoid this seller!,Negative,1,Home & Kitchen,True,53,$100+
Horrible experience! Product is defective and return process is nightmare!,Negative,2,Clothing,False,28,$100+
Worst purchase ever! Nothing like the description. Requesting refund immediately!,Negative,1,Clothing,True,89,$100+
Complete garbage! Doesn't work as advertised. Save your money!,Negative,1,Electronics,False,89,$50-100
Complete garbage! Doesn't work as advertised. Save your money!,Negative,2,Beauty,True,27,$25-50
Complete garbage! Doesn't work as advertised. Save your money!,Negative,2,Toys,True,51,$100+
Terrible quality! Broke after just one day of use. Complete waste of money!,Negative,2,Home & Kitchen,False,71,$25-50
Complete garbage! Doesn't work as advertised. Save your money!,Negative,2,Electronics,True,68,$0-25
Complete garbage! Doesn't work as advertised. Save your money!,Negative,1,Clothing,False,82,$50-100
Worst purchase ever! Nothing like the description. Requesting refund immediately!,Negative,1,Home & Kitchen,True,64,$50-100
Terrible quality! Broke after just one day of use. Complete waste of money!,Negative,1,Clothing,False,5,$100+
Worst purchase ever! Nothing like the description. Requesting refund immediately!,Negative,2,Books,False,33,$100+
Completely useless! Product doesn't do what it claims to do!,Negative,1,Books,True,55,$50-100
Misleading description and terrible quality. Avoid this seller!,Negative,1,Sports,False,72,$50-100
Poor quality materials and shoddy construction. Very disappointed!,Negative,1,Books,True,95,$50-100
Complete garbage! Doesn't work as advertised. Save your money!,Negative,1,Clothing,False,51,$50-100
Cheap quality that falls apart immediately. Not worth any price!,Negative,1,Home & Kitchen,True,58,$100+
Complete garbage! Doesn't work as advertised. Save your money!,Negative,2,Sports,True,72,$0-25
Complete garbage! Doesn't work as advertised. Save your money!,Negative,1,Books,False,75,$0-25
Worst purchase ever! Nothing like the description. Requesting refund immediately!,Negative,1,Home & Kitchen,False,46,$25-50
Decent product with some good points and some bad ones. Fair overall.,Neutral,3,Home & Kitchen,False,62,$25-50
It works but there are probably better options available elsewhere.,Neutral,3,Electronics,True,38,$25-50
Acceptable product with average performance. Does what it says.,Neutral,3,Beauty,True,32,$25-50
Average quality and performance. Could be better but not terrible.,Neutral,3,Books,True,80,$50-100
Fair product that meets basic expectations without exceeding them.,Neutral,3,Clothing,True,7,$50-100
Average quality and performance. Could be better but not terrible.,Neutral,3,Clothing,True,25,$50-100
Mediocre quality but functional. Not amazing but not awful either.,Neutral,3,Beauty,False,57,$25-50
Acceptable product with average performance. Does what it says.,Neutral,3,Home & Kitchen,False,88,$100+
Fair product that meets basic expectations without exceeding them.,Neutral,3,Clothing,False,54,$0-25
"It's alright, serves its purpose but lacks wow factor. Standard product.",Neutral,3,Clothing,False,58,$25-50
"It's alright, serves its purpose but lacks wow factor. Standard product.",Neutral,3,Books,True,51,$25-50
Fair product that meets basic expectations without exceeding them.,Neutral,3,Home & Kitchen,False,83,$50-100
Fair product that meets basic expectations without exceeding them.,Neutral,3,Sports,True,69,$50-100
"It's okay, does the job but nothing special. Average quality for the price.",Neutral,3,Electronics,False,10,$0-25
Works as expected though not particularly impressive. It's fine.,Neutral,3,Electronics,False,23,$100+
Mediocre quality but functional. Not amazing but not awful either.,Neutral,3,Toys,True,93,$50-100
"Reasonable quality for the price point. Nothing more, nothing less.",Neutral,3,Electronics,True,82,$0-25
It works but there are probably better options available elsewhere.,Neutral,3,Home & Kitchen,False,34,$50-100
Mediocre quality but functional. Not amazing but not awful either.,Neutral,3,Books,False,91,$0-25
"Reasonable quality for the price point. Nothing more, nothing less.",Neutral,3,Sports,True,32,$25-50
Average quality and performance. Could be better but not terrible.,Neutral,3,Sports,False,63,$50-100
Average quality and performance. Could be better but not terrible.,Neutral,3,Home & Kitchen,False,14,$100+
Average quality and performance. Could be better but not terrible.,Neutral,3,Toys,True,22,$25-50
Mediocre quality but functional. Not amazing but not awful either.,Neutral,3,Toys,False,12,$0-25
It works but there are probably better options available elsewhere.,Neutral,3,Home & Kitchen,False,75,$100+
"It's okay, does the job but nothing special. Average quality for the price.",Neutral,3,Beauty,True,47,$100+
Mediocre quality but functional. Not amazing but not awful either.,Neutral,3,Home & Kitchen,True,19,$0-25
It works but there are probably better options available elsewhere.,Neutral,3,Electronics,True,44,$25-50
Fair product that meets basic expectations without exceeding them.,Neutral,3,Clothing,True,77,$0-25
Mediocre quality but functional. Not amazing but not awful either.,Neutral,3,Books,False,98,$100+
Average quality and performance. Could be better but not terrible.,Neutral,3,Books,True,81,$100+
"It's alright, serves its purpose but lacks wow factor. Standard product.",Neutral,3,Sports,True,77,$50-100
Mediocre quality but functional. Not amazing but not awful either.,Neutral,3,Toys,False,78,$50-100
Works as expected though not particularly impressive. It's fine.,Neutral,3,Toys,True,44,$25-50
"Reasonable quality for the price point. Nothing more, nothing less.",Neutral,3,Books,True,74,$50-100
It works but there are probably better options available elsewhere.,Neutral,3,Beauty,False,13,$50-100
"It's alright, serves its purpose but lacks wow factor. Standard product.",Neutral,3,Electronics,True,37,$0-25
"It's okay, does the job but nothing special. Average quality for the price.",Neutral,3,Beauty,True,49,$100+
Average quality and performance. Could be better but not terrible.,Neutral,3,Toys,True,34,$100+
Average quality and performance. Could be better but not terrible.,Neutral,3,Sports,False,73,$50-100
Fair product that meets basic expectations without exceeding them.,Neutral,3,Toys,True,76,$50-100
Fair product that meets basic expectations without exceeding them.,Neutral,3,Electronics,True,20,$100+
Works as expected though not particularly impressive. It's fine.,Neutral,3,Beauty,False,92,$0-25
Works as expected though not particularly impressive. It's fine.,Neutral,3,Electronics,False,69,$0-25
Fair product that meets basic expectations without exceeding them.,Neutral,3,Toys,True,89,$50-100
Works as expected though not particularly impressive. It's fine.,Neutral,3,Sports,True,79,$0-25
It works but there are probably better options available elsewhere.,Neutral,3,Electronics,False,29,$25-50
"It's alright, serves its purpose but lacks wow factor. Standard product.",Neutral,3,Clothing,True,92,$100+
"It's okay, does the job but nothing special. Average quality for the price.",Neutral,3,Books,True,95,$100+
Fair product that meets basic expectations without exceeding them.,Neutral,3,Beauty,False,34,$100+
Works as expected though not particularly impressive. It's fine.,Neutral,3,Clothing,True,68,$100+
"Reasonable quality for the price point. Nothing more, nothing less.",Neutral,3,Clothing,True,70,$100+
"It's okay, does the job but nothing special. Average quality for the price.",Neutral,3,Beauty,True,78,$0-25
"It's okay, does the job but nothing special. Average quality for the price.",Neutral,3,Sports,True,94,$0-25
"Reasonable quality for the price point. Nothing more, nothing less.",Neutral,3,Electronics,False,18,$0-25
Average quality and performance. Could be better but not terrible.,Neutral,3,Electronics,False,98,$100+
It works but there are probably better options available elsewhere.,Neutral,3,Toys,True,4,$50-100
Average quality and performance. Could be better but not terrible.,Neutral,3,Home & Kitchen,True,66,$0-25
Fair product that meets basic expectations without exceeding them.,Neutral,3,Beauty,False,18,$25-50
Mediocre quality but functional. Not amazing but not awful either.,Neutral,3,Electronics,False,66,$0-25
Decent product with some good points and some bad ones. Fair overall.,Neutral,3,Sports,False,64,$25-50
Fair product that meets basic expectations without exceeding them.,Neutral,3,Toys,False,15,$100+
"It's okay, does the job but nothing special. Average quality for the price.",Neutral,3,Toys,False,21,$25-50
Fair product that meets basic expectations without exceeding them.,Neutral,3,Toys,False,26,$25-50
Acceptable product with average performance. Does what it says.,Neutral,3,Electronics,True,63,$100+
"It's alright, serves its purpose but lacks wow factor. Standard product.",Neutral,3,Home & Kitchen,True,68,$100+
"It's okay, does the job but nothing special. Average quality for the price.",Neutral,3,Toys,False,65,$50-100
Works as expected though not particularly impressive. It's fine.,Neutral,3,Beauty,True,64,$25-50
Fair product that meets basic expectations without exceeding them.,Neutral,3,Home & Kitchen,False,86,$50-100
Fair product that meets basic expectations without exceeding them.,Neutral,3,Clothing,True,78,$50-100
Decent product with some good points and some bad ones. Fair overall.,Neutral,3,Sports,True,89,$25-50
Decent product with some good points and some bad ones. Fair overall.,Neutral,3,Sports,False,57,$0-25
Average quality and performance. Could be better but not terrible.,Neutral,3,Home & Kitchen,True,91,$50-100
Acceptable product with average performance. Does what it says.,Neutral,3,Home & Kitchen,False,49,$25-50
"Reasonable quality for the price point. Nothing more, nothing less.",Neutral,3,Books,True,58,$25-50
Fair product that meets basic expectations without exceeding them.,Neutral,3,Books,True,93,$100+
"Reasonable quality for the price point. Nothing more, nothing less.",Neutral,3,Sports,False,70,$25-50
Acceptable product with average performance. Does what it says.,Neutral,3,Toys,False,67,$50-100
"Reasonable quality for the price point. Nothing more, nothing less.",Neutral,3,Toys,True,54,$50-100
"It's alright, serves its purpose but lacks wow factor. Standard product.",Neutral,3,Sports,False,87,$25-50
Fair product that meets basic expectations without exceeding them.,Neutral,3,Sports,True,97,$0-25
"Reasonable quality for the price point. Nothing more, nothing less.",Neutral,3,Sports,True,29,$0-25
Works as expected though not particularly impressive. It's fine.,Neutral,3,Clothing,False,83,$25-50
Average quality and performance. Could be better but not terrible.,Neutral,3,Books,False,91,$50-100
It works but there are probably better options available elsewhere.,Neutral,3,Sports,False,53,$100+
Fair product that meets basic expectations without exceeding them.,Neutral,3,Clothing,False,55,$25-50
Works as expected though not particularly impressive. It's fine.,Neutral,3,Clothing,False,16,$0-25
"It's alright, serves its purpose but lacks wow factor. Standard product.",Neutral,3,Electronics,False,46,$0-25
Mediocre quality but functional. Not amazing but not awful either.,Neutral,3,Electronics,True,43,$0-25
Acceptable product with average performance. Does what it says.,Neutral,3,Books,False,30,$100+
Average quality and performance. Could be better but not terrible.,Neutral,3,Toys,False,54,$100+
Fair product that meets basic expectations without exceeding them.,Neutral,3,Electronics,True,0,$0-25
It works but there are probably better options available elsewhere.,Neutral,3,Home & Kitchen,True,72,$50-100
"It's okay, does the job but nothing special. Average quality for the price.",Neutral,3,Home & Kitchen,False,25,$50-100
"It's alright, serves its purpose but lacks wow factor. Standard product.",Neutral,3,Electronics,False,18,$25-50
Mediocre quality but functional. Not amazing but not awful either.,Neutral,3,Sports,True,74,$50-100
Fair product that meets basic expectations without exceeding them.,Neutral,3,Home & Kitchen,False,79,$0-25
"It's alright, serves its purpose but lacks wow factor. Standard product.",Neutral,3,Clothing,True,85,$50-100
Works as expected though not particularly impressive. It's fine.,Neutral,3,Toys,True,33,$100+
"It's okay, does the job but nothing special. Average quality for the price.",Neutral,3,Sports,False,82,$50-100
Mediocre quality but functional. Not amazing but not awful either.,Neutral,3,Toys,True,21,$100+
"It's alright, serves its purpose but lacks wow factor. Standard product.",Neutral,3,Books,False,26,$25-50
"It's alright, serves its purpose but lacks wow factor. Standard product.",Neutral,3,Sports,True,0,$25-50
It works but there are probably better options available elsewhere.,Neutral,3,Sports,True,14,$100+
Average quality and performance. Could be better but not terrible.,Neutral,3,Beauty,False,83,$100+
Acceptable product with average performance. Does what it says.,Neutral,3,Home & Kitchen,True,38,$50-100
"Reasonable quality for the price point. Nothing more, nothing less.",Neutral,3,Beauty,False,39,$0-25
"It's okay, does the job but nothing special. Average quality for the price.",Neutral,3,Electronics,True,59,$100+
"It's okay, does the job but nothing special. Average quality for the price.",Neutral,3,Clothing,True,10,$100+
Acceptable product with average performance. Does what it says.,Neutral,3,Beauty,True,40,$50-100
Works as expected though not particularly impressive. It's fine.,Neutral,3,Home & Kitchen,True,36,$100+
Decent product with some good points and some bad ones. Fair overall.,Neutral,3,Books,False,79,$100+
Decent product with some good points and some bad ones. Fair overall.,Neutral,3,Books,False,95,$0-25
Mediocre quality but functional. Not amazing but not awful either.,Neutral,3,Books,False,37,$50-100
Average quality and performance. Could be better but not terrible.,Neutral,3,Books,False,94,$25-50
"It's alright, serves its purpose but lacks wow factor. Standard product.",Neutral,3,Beauty,True,39,$0-25
Decent product with some good points and some bad ones. Fair overall.,Neutral,3,Books,True,0,$50-100
"It's okay, does the job but nothing special. Average quality for the price.",Neutral,3,Home & Kitchen,False,25,$0-25
Fair product that meets basic expectations without exceeding them.,Neutral,3,Beauty,False,80,$0-25
"It's okay, does the job but nothing special. Average quality for the price.",Neutral,3,Clothing,False,74,$25-50
Acceptable product with average performance. Does what it says.,Neutral,3,Beauty,True,52,$0-25
Decent product with some good points and some bad ones. Fair overall.,Neutral,3,Books,True,68,$0-25
It works but there are probably better options available elsewhere.,Neutral,3,Electronics,False,19,$50-100
It works but there are probably better options available elsewhere.,Neutral,3,Beauty,True,55,$25-50
Mediocre quality but functional. Not amazing but not awful either.,Neutral,3,Toys,False,25,$100+
Works as expected though not particularly impressive. It's fine.,Neutral,3,Home & Kitchen,False,34,$50-100
"Reasonable quality for the price point. Nothing more, nothing less.",Neutral,3,Clothing,False,98,$0-25
Fair product that meets basic expectations without exceeding them.,Neutral,3,Clothing,False,76,$0-25
"It's okay, does the job but nothing special. Average quality for the price.",Neutral,3,Clothing,False,37,$25-50
Mediocre quality but functional. Not amazing but not awful either.,Neutral,3,Electronics,False,25,$0-25
"It's okay, does the job but nothing special. Average quality for the price.",Neutral,3,Electronics,False,63,$25-50
Works as expected though not particularly impressive. It's fine.,Neutral,3,Home & Kitchen,False,88,$100+
Acceptable product with average performance. Does what it says.,Neutral,3,Beauty,False,28,$100+
Fair product that meets basic expectations without exceeding them.,Neutral,3,Home & Kitchen,False,4,$25-50
Fair product that meets basic expectations without exceeding them.,Neutral,3,Beauty,True,90,$50-100
Decent product with some good points and some bad ones. Fair overall.,Neutral,3,Sports,False,28,$50-100
"It's okay, does the job but nothing special. Average quality for the price.",Neutral,3,Beauty,False,36,$100+
Average quality and performance. Could be better but not terrible.,Neutral,3,Books,True,30,$50-100
"Reasonable quality for the price point. Nothing more, nothing less.",Neutral,3,Books,True,70,$25-50
Works as expected though not particularly impressive. It's fine.,Neutral,3,Clothing,True,61,$50-100
"It's alright, serves its purpose but lacks wow factor. Standard product.",Neutral,3,Toys,True,44,$50-100
Fair product that meets basic expectations without exceeding them.,Neutral,3,Clothing,True,85,$100+
Works as expected though not particularly impressive. It's fine.,Neutral,3,Beauty,False,13,$25-50
Decent product with some good points and some bad ones. Fair overall.,Neutral,3,Toys,False,46,$0-25
"Reasonable quality for the price point. Nothing more, nothing less.",Neutral,3,Toys,True,67,$50-100
Mediocre quality but functional. Not amazing but not awful either.,Neutral,3,Home & Kitchen,True,65,$100+
Acceptable product with average performance. Does what it says.,Neutral,3,Toys,False,18,$50-100
Decent product with some good points and some bad ones. Fair overall.,Neutral,3,Sports,False,53,$25-50
It works but there are probably better options available elsewhere.,Neutral,3,Sports,True,31,$50-100
Decent product with some good points and some bad ones. Fair overall.,Neutral,3,Sports,False,75,$0-25
"It's okay, does the job but nothing special. Average quality for the price.",Neutral,3,Beauty,True,98,$50-100
Average quality and performance. Could be better but not terrible.,Neutral,3,Electronics,False,59,$100+
"It's okay, does the job but nothing special. Average quality for the price.",Neutral,3,Home & Kitchen,False,18,$50-100
Mediocre quality but functional. Not amazing but not awful either.,Neutral,3,Sports,True,8,$0-25
"It's alright, serves its purpose but lacks wow factor. Standard product.",Neutral,3,Sports,False,50,$0-25
Decent product with some good points and some bad ones. Fair overall.,Neutral,3,Clothing,True,22,$100+
Acceptable product with average performance. Does what it says.,Neutral,3,Clothing,False,63,$100+
Fair product that meets basic expectations without exceeding them.,Neutral,3,Beauty,True,0,$100+
Decent product with some good points and some bad ones. Fair overall.,Neutral,3,Sports,False,89,$25-50
Average quality and performance. Could be better but not terrible.,Neutral,3,Electronics,True,88,$0-25
It works but there are probably better options available elsewhere.,Neutral,3,Sports,False,16,$100+
Acceptable product with average performance. Does what it says.,Neutral,3,Electronics,True,16,$100+
Average quality and performance. Could be better but not terrible.,Neutral,3,Toys,False,64,$100+
Fair product that meets basic expectations without exceeding them.,Neutral,3,Sports,True,61,$0-25
Acceptable product with average performance. Does what it says.,Neutral,3,Clothing,False,1,$0-25
Works as expected though not particularly impressive. It's fine.,Neutral,3,Beauty,True,0,$0-25
Fair product that meets basic expectations without exceeding them.,Neutral,3,Toys,False,12,$25-50
"It's okay, does the job but nothing special. Average quality for the price.",Neutral,3,Books,False,61,$0-25
Average quality and performance. Could be better but not terrible.,Neutral,3,Books,True,69,$0-25
"It's okay, does the job but nothing special. Average quality for the price.",Neutral,3,Sports,False,65,$100+
Average quality and performance. Could be better but not terrible.,Neutral,3,Beauty,True,23,$0-25
"It's okay, does the job but nothing special. Average quality for the price.",Neutral,3,Home & Kitchen,False,44,$0-25
"It's okay, does the job but nothing special. Average quality for the price.",Neutral,3,Electronics,True,56,$0-25
Average quality and performance. Could be better but not terrible.,Neutral,3,Clothing,True,17,$0-25
"It's okay, does the job but nothing special. Average quality for the price.",Neutral,3,Sports,True,7,$50-100
"It's alright, serves its purpose but lacks wow factor. Standard product.",Neutral,3,Beauty,True,6,$100+
Works as expected though not particularly impressive. It's fine.,Neutral,3,Sports,True,81,$0-25
"It's okay, does the job but nothing special. Average quality for the price.",Neutral,3,Clothing,False,26,$50-100
"It's alright, serves its purpose but lacks wow factor. Standard product.",Neutral,3,Clothing,True,26,$25-50
It works but there are probably better options available elsewhere.,Neutral,3,Electronics,True,52,$100+
