review_id,text,sentiment,rating,category,verified_purchase,helpful_votes,date
REV_0285,Disappointing purchase. Nothing like the description or photos.,Negative,1,Electronics,True,36,2025-08-29
REV_0286,Overpriced junk! Product fell apart within days of use.,Negative,1,Sports,False,15,2025-05-31
REV_0287,Overpriced junk! Product fell apart within days of use.,Negative,1,Books,False,45,2025-03-09
REV_0288,Poor quality materials and shoddy construction. Avoid this product.,Negative,2,Home & Garden,False,8,2025-09-22
REV_0289,Poor quality materials and shoddy construction. Avoid this product.,Negative,2,Beauty,True,15,2025-08-10
REV_0290,Not worth the money at all. Quality is much worse than expected.,Negative,2,Clothing,False,26,2025-06-18
REV_0291,Broke immediately upon use. Clearly poor quality control.,Negative,2,Home & Garden,False,47,2025-11-08
REV_0292,Poor design and even worse execution. Regret this purchase.,Negative,2,Sports,False,36,2025-11-10
REV_0293,Defective product and unhelpful customer service. Very frustrated.,Negative,1,Electronics,True,20,2025-05-28
REV_0294,Broke immediately upon use. Clearly poor quality control.,Negative,1,Books,True,44,2025-02-04
REV_0295,Disappointing purchase. Nothing like the description or photos.,Negative,2,Automotive,True,43,2025-06-15
REV_0296,Disappointing purchase. Nothing like the description or photos.,Negative,2,Beauty,True,0,2025-10-16
REV_0297,Terrible quality and poor customer service. Would not recommend.,Negative,2,Automotive,True,6,2025-05-03
REV_0298,Product doesn't match description at all. Very misleading.,Negative,2,Beauty,True,25,2025-07-21
REV_0299,Cheap materials and poor workmanship. Not recommended.,Negative,2,Sports,True,35,2025-12-28
REV_0300,Worst purchase ever! Product arrived damaged and unusable.,Negative,2,Electronics,False,19,2025-09-13
REV_0301,Product doesn't match description at all. Very misleading.,Negative,2,Home & Garden,False,40,2025-10-11
REV_0302,Poor quality materials and shoddy construction. Avoid this product.,Negative,1,Automotive,True,33,2025-02-02
REV_0303,Cheap materials and poor workmanship. Not recommended.,Negative,1,Home & Garden,False,37,2025-11-02
REV_0304,Broke immediately upon use. Clearly poor quality control.,Negative,1,Books,True,23,2025-04-20
REV_0305,Complete waste of money. Product broke after just one use.,Negative,2,Clothing,False,40,2025-06-24
REV_0306,Cheap quality and doesn't work as advertised. Save your money.,Negative,2,Sports,False,22,2025-06-26
REV_0307,Complete waste of money. Product broke after just one use.,Negative,1,Books,False,11,2025-10-31
REV_0308,Cheap materials and poor workmanship. Not recommended.,Negative,1,Books,False,10,2025-05-12
REV_0309,Worst purchase ever! Product arrived damaged and unusable.,Negative,1,Beauty,False,1,2025-07-02
REV_0310,Complete waste of money. Product broke after just one use.,Negative,1,Clothing,False,44,2025-11-19
REV_0311,Complete waste of money. Product broke after just one use.,Negative,1,Clothing,False,34,2025-06-23
REV_0312,Overpriced junk! Product fell apart within days of use.,Negative,1,Clothing,False,37,2025-01-18
REV_0313,Terrible build quality and arrived late. Very disappointed.,Negative,1,Home & Garden,False,6,2025-11-24
REV_0314,Terrible build quality and arrived late. Very disappointed.,Negative,1,Home & Garden,True,42,2025-10-30
REV_0315,Awful product with terrible customer support. Avoid at all costs!,Negative,2,Beauty,False,21,2025-11-30
REV_0316,Completely useless product. Doesn't do what it claims to do.,Negative,2,Clothing,True,13,2025-04-18
REV_0317,Defective product and unhelpful customer service. Very frustrated.,Negative,2,Clothing,False,46,2025-10-29
REV_0318,Completely useless product. Doesn't do what it claims to do.,Negative,2,Automotive,False,36,2025-08-06
REV_0319,Overpriced and underdelivered. Very disappointed with this buy.,Negative,2,Books,True,49,2025-01-31
REV_0320,Overpriced junk! Product fell apart within days of use.,Negative,2,Clothing,False,20,2025-04-16
REV_0321,Worst customer service experience ever. Product is also terrible.,Negative,2,Books,False,26,2025-05-20
REV_0322,Completely useless product. Doesn't do what it claims to do.,Negative,2,Electronics,True,46,2025-04-24
REV_0323,Cheap materials and poor workmanship. Not recommended.,Negative,1,Clothing,False,9,2025-03-21
REV_0324,Overpriced junk! Product fell apart within days of use.,Negative,2,Automotive,False,48,2025-04-04
REV_0325,Overpriced junk! Product fell apart within days of use.,Negative,2,Electronics,False,20,2025-10-02
REV_0326,Completely useless product. Doesn't do what it claims to do.,Negative,2,Electronics,False,33,2025-11-17
REV_0327,Overpriced junk! Product fell apart within days of use.,Negative,2,Beauty,True,8,2025-06-20
REV_0328,Complete waste of money. Product broke after just one use.,Negative,2,Beauty,True,42,2025-09-03
REV_0329,Awful product with terrible customer support. Avoid at all costs!,Negative,1,Home & Garden,False,49,2025-02-15
REV_0330,Product doesn't match description at all. Very misleading.,Negative,1,Home & Garden,True,47,2025-07-11
REV_0331,Overpriced and underdelivered. Very disappointed with this buy.,Negative,1,Sports,True,31,2025-07-13
REV_0332,Terrible build quality and arrived late. Very disappointed.,Negative,2,Home & Garden,True,20,2025-03-25
REV_0333,Not worth the money at all. Quality is much worse than expected.,Negative,1,Beauty,False,38,2025-08-12
REV_0334,Awful product with terrible customer support. Avoid at all costs!,Negative,2,Home & Garden,False,44,2025-02-15
REV_0335,Worst customer service experience ever. Product is also terrible.,Negative,2,Books,False,17,2025-03-20
REV_0336,Product doesn't match description at all. Very misleading.,Negative,2,Electronics,True,13,2025-09-04
REV_0337,Misleading description and poor quality. Requesting a refund.,Negative,1,Beauty,True,42,2025-11-20
REV_0338,Horrible experience from start to finish. Poor quality product.,Negative,2,Home & Garden,True,40,2025-05-03
REV_0339,Not worth the money at all. Quality is much worse than expected.,Negative,2,Beauty,True,37,2025-06-20
REV_0340,Not worth the money at all. Quality is much worse than expected.,Negative,1,Sports,False,9,2025-12-12
REV_0341,Disappointing purchase. Nothing like the description or photos.,Negative,2,Beauty,True,22,2025-03-24
REV_0342,Cheap quality and doesn't work as advertised. Save your money.,Negative,2,Sports,True,50,2025-05-18
REV_0343,Terrible build quality and arrived late. Very disappointed.,Negative,2,Electronics,True,24,2025-11-19
REV_0344,Product doesn't match description at all. Very misleading.,Negative,1,Home & Garden,False,43,2025-04-17
REV_0345,Defective product and unhelpful customer service. Very frustrated.,Negative,1,Electronics,False,24,2025-07-18
REV_0346,Poor design and even worse execution. Regret this purchase.,Negative,2,Clothing,True,50,2025-07-31
REV_0347,Overpriced junk! Product fell apart within days of use.,Negative,1,Books,True,16,2025-07-20
REV_0348,Defective product and unhelpful customer service. Very frustrated.,Negative,1,Books,True,24,2025-01-14
REV_0349,Product doesn't match description at all. Very misleading.,Negative,2,Electronics,True,16,2025-02-23
REV_0350,Completely useless product. Doesn't do what it claims to do.,Negative,1,Clothing,False,40,2025-01-04
REV_0351,"Acceptable quality for the price point. Nothing more, nothing less.",Neutral,3,Books,True,24,2025-05-03
REV_0352,Average product with some good points and some bad ones.,Neutral,3,Home & Garden,True,27,2025-02-25
REV_0353,"It works, but there are probably better options available.",Neutral,3,Sports,False,4,2025-02-10
REV_0354,Works as advertised but doesn't exceed expectations.,Neutral,3,Books,True,0,2025-12-12
REV_0355,Average product with some good points and some bad ones.,Neutral,3,Automotive,False,3,2025-09-09
REV_0356,"Fair product, meets basic expectations but nothing more.",Neutral,3,Clothing,True,25,2025-05-18
REV_0357,"Decent quality for the price, though not outstanding.",Neutral,3,Home & Garden,True,10,2025-05-10
REV_0358,Satisfactory purchase. Not amazing but not terrible either.,Neutral,3,Clothing,True,10,2025-10-21
REV_0359,"It's fine, does what it's supposed to do without any issues.",Neutral,3,Home & Garden,False,12,2025-08-15
REV_0360,"It works as expected, though nothing to write home about.",Neutral,3,Electronics,True,18,2025-04-02
REV_0361,"It's alright, serves its purpose but lacks wow factor.",Neutral,3,Beauty,True,9,2025-12-26
REV_0362,"Okay quality, though I've seen better for similar prices.",Neutral,3,Books,False,24,2025-04-05
REV_0363,It's functional but not particularly impressive or exciting.,Neutral,3,Books,False,38,2025-11-25
REV_0364,"It's okay, though I might look for alternatives next time.",Neutral,3,Electronics,False,21,2025-08-02
REV_0365,"It works, but there are probably better options available.",Neutral,3,Electronics,False,35,2025-01-13
REV_0366,"Decent quality for the price, though not outstanding.",Neutral,3,Automotive,False,19,2025-12-25
REV_0367,"It's okay, though I might look for alternatives next time.",Neutral,3,Home & Garden,True,6,2025-03-23
REV_0368,"Decent product overall, though some minor issues to note.",Neutral,3,Home & Garden,False,35,2025-03-23
REV_0369,"It works, but there are probably better options available.",Neutral,3,Home & Garden,False,48,2025-12-16
REV_0370,"It works as expected, though nothing to write home about.",Neutral,3,Books,False,49,2025-06-24
REV_0371,"It works as expected, though nothing to write home about.",Neutral,3,Sports,True,7,2025-05-15
REV_0372,"It works, but there are probably better options available.",Neutral,3,Automotive,True,20,2025-11-28
REV_0373,Average product with some good points and some bad ones.,Neutral,3,Home & Garden,True,36,2025-10-30
REV_0374,"Fair product, meets basic expectations but nothing more.",Neutral,3,Books,True,45,2025-03-10
REV_0375,"Fair product, meets basic expectations but nothing more.",Neutral,3,Beauty,True,25,2025-03-12
REV_0376,"It's okay, though I might look for alternatives next time.",Neutral,3,Books,False,42,2025-04-27
REV_0377,"Acceptable quality for the price point. Nothing more, nothing less.",Neutral,3,Automotive,False,38,2025-08-06
REV_0378,Standard quality product. Does what it says on the tin.,Neutral,3,Automotive,True,33,2025-01-09
REV_0379,"Fair product, meets basic expectations but nothing more.",Neutral,3,Beauty,False,39,2025-07-20
REV_0380,"Fair product, meets basic expectations but nothing more.",Neutral,3,Clothing,False,10,2025-11-04
REV_0381,Works as advertised but doesn't exceed expectations.,Neutral,3,Clothing,False,3,2025-12-06
REV_0382,Works as advertised but doesn't exceed expectations.,Neutral,3,Home & Garden,False,30,2025-07-19
REV_0383,Mediocre product with average performance and quality.,Neutral,3,Home & Garden,False,34,2025-09-08
REV_0384,Works as advertised but doesn't exceed expectations.,Neutral,3,Electronics,False,14,2025-02-11
REV_0385,"Okay quality, though I've seen better for similar prices.",Neutral,3,Clothing,False,9,2025-08-07
REV_0386,"It's okay, nothing special but does the job adequately.",Neutral,3,Clothing,True,48,2025-07-12
REV_0387,"Okay quality, though I've seen better for similar prices.",Neutral,3,Clothing,False,39,2025-06-23
REV_0388,"Decent quality for the price, though not outstanding.",Neutral,3,Electronics,True,33,2025-11-16
REV_0389,Mediocre product with average performance and quality.,Neutral,3,Home & Garden,False,17,2025-11-12
REV_0390,Mediocre product with average performance and quality.,Neutral,3,Books,False,22,2025-01-15
REV_0391,Fair product that does the basics well enough.,Neutral,3,Electronics,True,22,2025-06-29
REV_0392,"It works as expected, though nothing to write home about.",Neutral,3,Automotive,False,12,2025-03-02
REV_0393,Average product that gets the job done. Nothing exceptional.,Neutral,3,Home & Garden,True,24,2025-11-17
REV_0394,"It works as expected, though nothing to write home about.",Neutral,3,Home & Garden,False,7,2025-12-21
REV_0395,"It's okay, nothing special but does the job adequately.",Neutral,3,Electronics,True,20,2025-04-24
REV_0396,"It's alright, serves its purpose but lacks wow factor.",Neutral,3,Beauty,False,26,2025-12-13
REV_0397,"Decent product overall, though some minor issues to note.",Neutral,3,Automotive,False,50,2025-05-30
REV_0398,Mediocre product with average performance and quality.,Neutral,3,Home & Garden,True,8,2025-04-25
REV_0399,"Fair product, meets basic expectations but nothing more.",Neutral,3,Books,True,23,2025-10-25
REV_0400,"Reasonable quality and price. Could be better, could be worse.",Neutral,3,Clothing,True,45,2025-09-03
REV_0401,"It's alright, serves its purpose but lacks wow factor.",Neutral,3,Books,False,46,2025-01-30
REV_0402,"It's okay, though I might look for alternatives next time.",Neutral,3,Home & Garden,False,24,2025-10-29
REV_0403,"It works, but there are probably better options available.",Neutral,3,Clothing,False,38,2025-11-29
REV_0404,"Decent quality for the price, though not outstanding.",Neutral,3,Automotive,False,1,2025-09-12
REV_0405,"Acceptable quality for the price point. Nothing more, nothing less.",Neutral,3,Books,True,26,2025-03-17
REV_0406,"It's okay, nothing special but does the job adequately.",Neutral,3,Books,False,0,2025-03-10
REV_0407,"It's okay, nothing special but does the job adequately.",Neutral,3,Sports,True,21,2025-04-25
REV_0408,"It works as expected, though nothing to write home about.",Neutral,3,Automotive,True,47,2025-08-19
REV_0409,It's functional but not particularly impressive or exciting.,Neutral,3,Electronics,True,9,2025-02-21
REV_0410,"Acceptable quality for the price point. Nothing more, nothing less.",Neutral,3,Home & Garden,False,41,2025-06-13
REV_0411,"It's alright, serves its purpose but lacks wow factor.",Neutral,3,Home & Garden,False,19,2025-10-24
REV_0412,"It's alright, serves its purpose but lacks wow factor.",Neutral,3,Automotive,True,34,2025-03-09
REV_0413,"Okay quality, though I've seen better for similar prices.",Neutral,3,Home & Garden,False,23,2025-02-21
REV_0414,"It's okay, though I might look for alternatives next time.",Neutral,3,Clothing,True,4,2025-06-21
REV_0415,Standard quality product. Does what it says on the tin.,Neutral,3,Books,True,36,2025-05-13
REV_0416,Standard quality product. Does what it says on the tin.,Neutral,3,Electronics,False,5,2025-02-02
REV_0417,"It works, but there are probably better options available.",Neutral,3,Electronics,True,44,2025-06-05
REV_0418,"It's okay, though I might look for alternatives next time.",Neutral,3,Sports,True,38,2025-06-28
REV_0419,Works as advertised but doesn't exceed expectations.,Neutral,3,Home & Garden,False,23,2025-06-04
REV_0420,"Reasonable quality and price. Could be better, could be worse.",Neutral,3,Beauty,True,37,2025-07-09
REV_0421,"Reasonable quality and price. Could be better, could be worse.",Neutral,3,Home & Garden,True,31,2025-01-13
REV_0422,"It's okay, though I might look for alternatives next time.",Neutral,3,Clothing,True,8,2025-08-19
REV_0423,"Fair product, meets basic expectations but nothing more.",Neutral,3,Beauty,True,2,2025-02-18
REV_0424,Mediocre product with average performance and quality.,Neutral,3,Automotive,False,11,2025-08-18
REV_0425,"It works as expected, though nothing to write home about.",Neutral,3,Electronics,False,21,2025-08-09
REV_0426,Works as advertised but doesn't exceed expectations.,Neutral,3,Sports,False,26,2025-06-25
REV_0427,"Fair product, meets basic expectations but nothing more.",Neutral,3,Sports,False,19,2025-01-04
REV_0428,"It's alright, serves its purpose but lacks wow factor.",Neutral,3,Electronics,True,15,2025-07-02
REV_0429,"It's okay, though I might look for alternatives next time.",Neutral,3,Home & Garden,True,0,2025-07-12
REV_0430,Fair product that does the basics well enough.,Neutral,3,Automotive,True,31,2025-08-06
REV_0431,"Decent product overall, though some minor issues to note.",Neutral,3,Automotive,False,9,2025-11-04
REV_0432,"Decent quality for the price, though not outstanding.",Neutral,3,Books,False,10,2025-05-07
REV_0433,"It works, but there are probably better options available.",Neutral,3,Automotive,False,26,2025-05-03
REV_0434,Average product with some good points and some bad ones.,Neutral,3,Beauty,True,14,2025-10-22
REV_0435,"It's okay, though I might look for alternatives next time.",Neutral,3,Automotive,False,19,2025-05-20
REV_0436,"Okay quality, though I've seen better for similar prices.",Neutral,3,Automotive,False,38,2025-06-09
REV_0437,"It's fine, does what it's supposed to do without any issues.",Neutral,3,Home & Garden,True,2,2025-09-11
REV_0438,"Acceptable quality for the price point. Nothing more, nothing less.",Neutral,3,Books,False,15,2025-05-05
REV_0439,"Reasonable quality and price. Could be better, could be worse.",Neutral,3,Clothing,False,1,2025-02-15
REV_0440,"It's fine, does what it's supposed to do without any issues.",Neutral,3,Clothing,False,27,2025-10-01
REV_0441,"Decent product overall, though some minor issues to note.",Neutral,3,Beauty,True,3,2025-01-10
REV_0442,"It's fine, does what it's supposed to do without any issues.",Neutral,3,Automotive,False,36,2025-11-16
REV_0443,"Reasonable quality and price. Could be better, could be worse.",Neutral,3,Sports,True,35,2025-08-22
REV_0444,"It works as expected, though nothing to write home about.",Neutral,3,Clothing,True,26,2025-06-15
REV_0445,"It's okay, nothing special but does the job adequately.",Neutral,3,Home & Garden,False,23,2025-01-07
REV_0446,"It works, but there are probably better options available.",Neutral,3,Clothing,False,44,2025-01-09
REV_0447,Fair product that does the basics well enough.,Neutral,3,Sports,True,26,2025-04-12
REV_0448,Average product with some good points and some bad ones.,Neutral,3,Books,False,36,2025-11-06
REV_0449,"Acceptable quality for the price point. Nothing more, nothing less.",Neutral,3,Clothing,True,13,2025-10-02
REV_0450,Satisfactory purchase. Not amazing but not terrible either.,Neutral,3,Clothing,False,50,2025-07-06
REV_0451,Fair product that does the basics well enough.,Neutral,3,Books,True,6,2025-08-30
REV_0452,It's functional but not particularly impressive or exciting.,Neutral,3,Clothing,True,32,2025-05-18
REV_0453,"Okay quality, though I've seen better for similar prices.",Neutral,3,Books,True,0,2024-12-29
REV_0454,Works as advertised but doesn't exceed expectations.,Neutral,3,Automotive,False,9,2025-01-27
REV_0455,"Decent product overall, though some minor issues to note.",Neutral,3,Home & Garden,False,8,2025-06-18
REV_0456,"Reasonable quality and price. Could be better, could be worse.",Neutral,3,Home & Garden,False,18,2025-08-09
REV_0457,"Reasonable quality and price. Could be better, could be worse.",Neutral,3,Clothing,False,5,2025-04-27
REV_0458,Average product that gets the job done. Nothing exceptional.,Neutral,3,Electronics,True,12,2025-07-16
REV_0459,Satisfactory purchase. Not amazing but not terrible either.,Neutral,3,Home & Garden,True,3,2025-01-28
REV_0460,Average product that gets the job done. Nothing exceptional.,Neutral,3,Beauty,False,0,2025-03-08
REV_0461,Mediocre product with average performance and quality.,Neutral,3,Clothing,False,33,2025-04-16
REV_0462,"It's alright, serves its purpose but lacks wow factor.",Neutral,3,Clothing,False,31,2025-10-03
REV_0463,Fair product that does the basics well enough.,Neutral,3,Automotive,False,14,2025-10-09
REV_0464,Mediocre product with average performance and quality.,Neutral,3,Sports,False,27,2025-10-13
REV_0465,"Decent product overall, though some minor issues to note.",Neutral,3,Home & Garden,True,25,2025-09-20
REV_0466,Satisfactory purchase. Not amazing but not terrible either.,Neutral,3,Automotive,True,50,2025-04-23
REV_0467,Average product with some good points and some bad ones.,Neutral,3,Beauty,True,13,2025-10-29
REV_0468,"It's alright, serves its purpose but lacks wow factor.",Neutral,3,Home & Garden,False,8,2025-08-26
REV_0469,It's functional but not particularly impressive or exciting.,Neutral,3,Books,False,36,2025-01-27
REV_0470,Standard quality product. Does what it says on the tin.,Neutral,3,Books,True,33,2025-02-16
REV_0471,Mediocre product with average performance and quality.,Neutral,3,Automotive,True,25,2025-01-04
REV_0472,Mediocre product with average performance and quality.,Neutral,3,Books,True,29,2025-01-29
REV_0473,Works as advertised but doesn't exceed expectations.,Neutral,3,Home & Garden,False,2,2025-05-17
REV_0474,"It's alright, serves its purpose but lacks wow factor.",Neutral,3,Beauty,False,43,2025-09-19
REV_0475,Satisfactory purchase. Not amazing but not terrible either.,Neutral,3,Electronics,False,8,2025-01-28
REV_0476,"It's alright, serves its purpose but lacks wow factor.",Neutral,3,Sports,False,17,2025-10-29
REV_0477,"Acceptable quality for the price point. Nothing more, nothing less.",Neutral,3,Books,False,39,2025-11-13
REV_0478,"Decent quality for the price, though not outstanding.",Neutral,3,Books,True,34,2025-02-10
REV_0479,"Decent product overall, though some minor issues to note.",Neutral,3,Sports,False,11,2025-09-23
REV_0480,"It's okay, nothing special but does the job adequately.",Neutral,3,Automotive,False,17,2025-08-10
REV_0481,"Fair product, meets basic expectations but nothing more.",Neutral,3,Beauty,False,4,2025-08-05
REV_0482,"It's okay, though I might look for alternatives next time.",Neutral,3,Automotive,False,25,2025-02-27
REV_0483,Mediocre product with average performance and quality.,Neutral,3,Beauty,False,32,2025-05-27
REV_0484,Standard quality product. Does what it says on the tin.,Neutral,3,Sports,False,36,2025-11-03
REV_0485,Average product that gets the job done. Nothing exceptional.,Neutral,3,Clothing,True,41,2025-06-07
REV_0486,Satisfactory purchase. Not amazing but not terrible either.,Neutral,3,Sports,False,5,2025-04-20
REV_0487,"It works, but there are probably better options available.",Neutral,3,Automotive,False,21,2025-05-16
REV_0488,Average product with some good points and some bad ones.,Neutral,3,Clothing,True,22,2025-01-31
REV_0489,"Reasonable quality and price. Could be better, could be worse.",Neutral,3,Beauty,False,7,2025-04-03
REV_0490,"It works as expected, though nothing to write home about.",Neutral,3,Books,True,1,2025-04-04
REV_0491,Fair product that does the basics well enough.,Neutral,3,Books,False,27,2025-08-01
REV_0492,Standard quality product. Does what it says on the tin.,Neutral,3,Automotive,False,9,2025-08-20
REV_0493,"It's alright, serves its purpose but lacks wow factor.",Neutral,3,Sports,False,45,2025-07-05
REV_0494,Fair product that does the basics well enough.,Neutral,3,Clothing,True,9,2025-04-21
REV_0495,"Acceptable quality for the price point. Nothing more, nothing less.",Neutral,3,Books,True,3,2025-08-01
REV_0496,"It's alright, serves its purpose but lacks wow factor.",Neutral,3,Books,True,7,2025-04-01
REV_0497,Mediocre product with average performance and quality.,Neutral,3,Automotive,True,33,2025-06-21
REV_0498,"Okay quality, though I've seen better for similar prices.",Neutral,3,Home & Garden,True,17,2025-08-10
REV_0499,Satisfactory purchase. Not amazing but not terrible either.,Neutral,3,Sports,True,43,2025-01-12
REV_0500,"Reasonable quality and price. Could be better, could be worse.",Neutral,3,Home & Garden,False,37,2025-04-07
