post_id,text,sentiment,platform,likes,shares,comments,timestamp,user_followers
POST_0196,Rain ruined our outdoor wedding plans 😢 #disappointed #weather,Negative,LinkedIn,90,25,17,2025-12-25T05:14:56.870145,8394
POST_0197,Rain ruined our outdoor wedding plans 😢 #disappointed #weather,Negative,Instagram,15,3,2,2025-12-29T09:14:56.870145,7076
POST_0198,Stuck in traffic for 2 hours! This is ridiculous! 😤 #frustrated #traffic,Negative,Facebook,49,11,3,2025-12-22T12:14:56.870145,497
POST_0199,My car broke down on the highway. Could this day get worse? 🚗 #unlucky,Negative,TikTok,94,8,1,2025-12-25T19:14:56.870145,5892
POST_0200,My flight got cancelled AGAIN! Worst airline ever! ✈️ #angry #travel,Negative,Instagram,95,23,12,2025-12-28T14:14:56.870145,7306
POST_0201,My car broke down on the highway. Could this day get worse? 🚗 #unlucky,Negative,Instagram,70,27,6,2025-12-23T10:14:56.870145,1137
POST_0202,Customer service was absolutely horrible today 📞 #frustrated #poorservice,Negative,Instagram,38,7,17,2025-12-27T04:14:56.870145,6883
POST_0203,My flight got cancelled AGAIN! Worst airline ever! ✈️ #angry #travel,Negative,Facebook,83,11,9,2025-12-25T00:14:56.870145,9611
POST_0204,My flight got cancelled AGAIN! Worst airline ever! ✈️ #angry #travel,Negative,Facebook,10,6,0,2025-12-24T08:14:56.870145,3555
POST_0205,Lost my wallet today. What a terrible day! 😞 #stressed #badday,Negative,Facebook,25,17,9,2025-12-23T12:14:56.870145,8038
POST_0206,Stuck in traffic for 2 hours! This is ridiculous! 😤 #frustrated #traffic,Negative,TikTok,140,21,4,2025-12-28T13:14:56.870145,2127
POST_0207,Lost my wallet today. What a terrible day! 😞 #stressed #badday,Negative,TikTok,92,5,4,2025-12-28T10:14:56.870145,9722
POST_0208,Lost my wallet today. What a terrible day! 😞 #stressed #badday,Negative,Facebook,106,12,9,2025-12-24T17:14:56.870145,7881
POST_0209,Rain ruined our outdoor wedding plans 😢 #disappointed #weather,Negative,Instagram,9,1,2,2025-12-26T13:14:56.870145,3265
POST_0210,Customer service was absolutely horrible today 📞 #frustrated #poorservice,Negative,LinkedIn,9,28,13,2025-12-26T12:14:56.870145,3941
POST_0211,Regular workout at the gym today. Keeping up the routine 💪 #fitness,Neutral,LinkedIn,9,7,3,2025-12-24T09:14:56.870145,659
POST_0212,Had lunch at the usual place. Same as always 🍽️ #lunch #routine,Neutral,LinkedIn,96,13,10,2025-12-23T03:14:56.870145,1850
POST_0213,"Weather is okay today, not too hot, not too cold 🌤️ #weather",Neutral,Instagram,22,4,3,2025-12-27T14:14:56.870145,7096
POST_0214,Went for a walk in the neighborhood. Nice and quiet 🚶‍♀️ #walk,Neutral,Facebook,24,14,0,2025-12-23T00:14:56.870145,1614
POST_0215,"Weather is okay today, not too hot, not too cold 🌤️ #weather",Neutral,LinkedIn,16,3,1,2025-12-28T22:14:56.870145,252
POST_0216,Cooked dinner at home tonight. Simple pasta dish 🍝 #cooking,Neutral,LinkedIn,41,2,1,2025-12-25T22:14:56.870145,3310
POST_0217,Watching TV after work. Nothing special planned tonight 📺 #relaxing,Neutral,TikTok,45,9,0,2025-12-24T20:14:56.870145,4281
POST_0218,Watching TV after work. Nothing special planned tonight 📺 #relaxing,Neutral,Facebook,13,0,0,2025-12-24T12:14:56.870145,3882
POST_0219,Cooked dinner at home tonight. Simple pasta dish 🍝 #cooking,Neutral,TikTok,4,5,2,2025-12-23T14:14:56.870145,5743
POST_0220,"Weather is okay today, not too hot, not too cold 🌤️ #weather",Neutral,Twitter,20,0,1,2025-12-26T02:14:56.870145,9956
POST_0221,Watching TV after work. Nothing special planned tonight 📺 #relaxing,Neutral,Instagram,38,1,5,2025-12-24T05:14:56.870145,4417
POST_0222,Went for a walk in the neighborhood. Nice and quiet 🚶‍♀️ #walk,Neutral,Twitter,34,6,1,2025-12-23T09:14:56.870145,2353
POST_0223,"Finished reading that book. It was alright, nothing special 📖 #reading",Neutral,Facebook,69,8,1,2025-12-28T20:14:56.870145,2680
POST_0224,Just finished grocery shopping. Regular Tuesday stuff 🛒 #routine,Neutral,TikTok,69,16,4,2025-12-28T23:14:56.870145,570
POST_0225,Had lunch at the usual place. Same as always 🍽️ #lunch #routine,Neutral,TikTok,12,0,0,2025-12-25T05:14:56.870145,1390
POST_0226,Just finished grocery shopping. Regular Tuesday stuff 🛒 #routine,Neutral,TikTok,28,4,9,2025-12-28T08:14:56.870145,224
POST_0227,Watching TV after work. Nothing special planned tonight 📺 #relaxing,Neutral,Instagram,51,5,5,2025-12-24T04:14:56.870145,6475
POST_0228,Went for a walk in the neighborhood. Nice and quiet 🚶‍♀️ #walk,Neutral,Instagram,73,4,5,2025-12-24T08:14:56.870145,3957
POST_0229,Regular workout at the gym today. Keeping up the routine 💪 #fitness,Neutral,Instagram,43,2,0,2025-12-24T14:14:56.870145,8513
POST_0230,"Finished reading that book. It was alright, nothing special 📖 #reading",Neutral,Instagram,88,14,7,2025-12-23T08:14:56.870145,9631
POST_0231,Commute was normal today. No delays or issues 🚌 #commute,Neutral,TikTok,2,2,1,2025-12-25T20:14:56.870145,7902
POST_0232,Commute was normal today. No delays or issues 🚌 #commute,Neutral,LinkedIn,65,13,7,2025-12-25T04:14:56.870145,998
POST_0233,Cooked dinner at home tonight. Simple pasta dish 🍝 #cooking,Neutral,LinkedIn,67,4,0,2025-12-27T02:14:56.870145,5790
POST_0234,"Finished reading that book. It was alright, nothing special 📖 #reading",Neutral,Facebook,39,3,8,2025-12-23T04:14:56.870145,2634
POST_0235,Commute was normal today. No delays or issues 🚌 #commute,Neutral,Twitter,38,1,4,2025-12-22T18:14:56.870145,5487
POST_0236,Cooked dinner at home tonight. Simple pasta dish 🍝 #cooking,Neutral,TikTok,89,18,0,2025-12-24T14:14:56.870145,9208
POST_0237,Meeting went as expected. Nothing surprising happened 💼 #work,Neutral,LinkedIn,29,6,4,2025-12-27T05:14:56.870145,1454
POST_0238,Watching TV after work. Nothing special planned tonight 📺 #relaxing,Neutral,Twitter,25,4,0,2025-12-23T16:14:56.871461,481
POST_0239,Had lunch at the usual place. Same as always 🍽️ #lunch #routine,Neutral,Facebook,17,4,1,2025-12-24T17:14:56.871461,5967
POST_0240,"Finished reading that book. It was alright, nothing special 📖 #reading",Neutral,Twitter,16,4,1,2025-12-25T22:14:56.871461,2889
POST_0241,Regular workout at the gym today. Keeping up the routine 💪 #fitness,Neutral,LinkedIn,28,6,4,2025-12-23T15:14:56.871461,4030
POST_0242,Just finished grocery shopping. Regular Tuesday stuff 🛒 #routine,Neutral,Facebook,4,1,1,2025-12-26T18:14:56.871461,810
POST_0243,Watching TV after work. Nothing special planned tonight 📺 #relaxing,Neutral,TikTok,50,10,4,2025-12-23T15:14:56.871461,8630
POST_0244,Cooked dinner at home tonight. Simple pasta dish 🍝 #cooking,Neutral,Facebook,54,0,2,2025-12-28T09:14:56.871461,3884
POST_0245,Regular workout at the gym today. Keeping up the routine 💪 #fitness,Neutral,Instagram,22,0,2,2025-12-23T06:14:56.871461,2236
POST_0246,Meeting went as expected. Nothing surprising happened 💼 #work,Neutral,Facebook,24,8,0,2025-12-24T13:14:56.871461,6300
POST_0247,Meeting went as expected. Nothing surprising happened 💼 #work,Neutral,TikTok,6,4,2,2025-12-22T12:14:56.871461,4933
POST_0248,Cooked dinner at home tonight. Simple pasta dish 🍝 #cooking,Neutral,LinkedIn,0,0,1,2025-12-25T17:14:56.871461,8562
POST_0249,Went for a walk in the neighborhood. Nice and quiet 🚶‍♀️ #walk,Neutral,Facebook,1,1,0,2025-12-24T23:14:56.871461,3122
POST_0250,Watching TV after work. Nothing special planned tonight 📺 #relaxing,Neutral,TikTok,37,12,3,2025-12-24T04:14:56.871461,5302
POST_0251,Just finished grocery shopping. Regular Tuesday stuff 🛒 #routine,Neutral,Facebook,70,0,5,2025-12-23T06:14:56.871461,7082
POST_0252,Had lunch at the usual place. Same as always 🍽️ #lunch #routine,Neutral,TikTok,14,1,3,2025-12-29T09:14:56.871461,9646
POST_0253,Commute was normal today. No delays or issues 🚌 #commute,Neutral,Twitter,11,1,3,2025-12-28T23:14:56.871461,1066
POST_0254,Commute was normal today. No delays or issues 🚌 #commute,Neutral,Facebook,54,6,1,2025-12-28T16:14:56.871461,2703
POST_0255,Had lunch at the usual place. Same as always 🍽️ #lunch #routine,Neutral,Instagram,18,8,1,2025-12-23T04:14:56.871461,6117
POST_0256,"Finished reading that book. It was alright, nothing special 📖 #reading",Neutral,LinkedIn,0,6,3,2025-12-23T22:14:56.871461,450
POST_0257,Meeting went as expected. Nothing surprising happened 💼 #work,Neutral,Facebook,13,2,0,2025-12-24T02:14:56.871461,2133
POST_0258,"Weather is okay today, not too hot, not too cold 🌤️ #weather",Neutral,Facebook,55,14,0,2025-12-28T11:14:56.871461,1830
POST_0259,"Finished reading that book. It was alright, nothing special 📖 #reading",Neutral,Twitter,19,2,2,2025-12-27T21:14:56.871461,3690
POST_0260,Meeting went as expected. Nothing surprising happened 💼 #work,Neutral,Instagram,36,4,0,2025-12-24T08:14:56.871461,9974
POST_0261,Regular workout at the gym today. Keeping up the routine 💪 #fitness,Neutral,Facebook,14,2,1,2025-12-28T15:14:56.871461,3636
POST_0262,"Finished reading that book. It was alright, nothing special 📖 #reading",Neutral,Twitter,36,9,1,2025-12-23T00:14:56.871461,3456
POST_0263,"Weather is okay today, not too hot, not too cold 🌤️ #weather",Neutral,Facebook,9,4,2,2025-12-25T10:14:56.871461,9347
POST_0264,Went for a walk in the neighborhood. Nice and quiet 🚶‍♀️ #walk,Neutral,TikTok,19,9,5,2025-12-24T02:14:56.871461,5299
POST_0265,Commute was normal today. No delays or issues 🚌 #commute,Neutral,Twitter,50,7,8,2025-12-26T10:14:56.871461,7851
POST_0266,Watching TV after work. Nothing special planned tonight 📺 #relaxing,Neutral,Twitter,16,4,9,2025-12-26T02:14:56.871461,7274
POST_0267,Regular workout at the gym today. Keeping up the routine 💪 #fitness,Neutral,LinkedIn,3,0,1,2025-12-24T03:14:56.871461,8506
POST_0268,Had lunch at the usual place. Same as always 🍽️ #lunch #routine,Neutral,Facebook,0,11,6,2025-12-26T03:14:56.871461,6213
POST_0269,"Finished reading that book. It was alright, nothing special 📖 #reading",Neutral,Facebook,60,10,1,2025-12-25T19:14:56.871461,154
POST_0270,Just finished grocery shopping. Regular Tuesday stuff 🛒 #routine,Neutral,TikTok,7,1,1,2025-12-25T17:14:56.871461,7970
POST_0271,Went for a walk in the neighborhood. Nice and quiet 🚶‍♀️ #walk,Neutral,Twitter,44,3,1,2025-12-23T06:14:56.871461,9925
POST_0272,Cooked dinner at home tonight. Simple pasta dish 🍝 #cooking,Neutral,Twitter,28,9,1,2025-12-26T05:14:56.871461,3383
POST_0273,Went for a walk in the neighborhood. Nice and quiet 🚶‍♀️ #walk,Neutral,Instagram,31,3,0,2025-12-23T01:14:56.871461,5476
POST_0274,Meeting went as expected. Nothing surprising happened 💼 #work,Neutral,TikTok,15,1,0,2025-12-23T13:14:56.871461,8940
POST_0275,"Weather is okay today, not too hot, not too cold 🌤️ #weather",Neutral,Instagram,81,8,3,2025-12-25T08:14:56.871461,5611
POST_0276,Watching TV after work. Nothing special planned tonight 📺 #relaxing,Neutral,LinkedIn,19,5,1,2025-12-28T05:14:56.871461,3755
POST_0277,"Weather is okay today, not too hot, not too cold 🌤️ #weather",Neutral,Twitter,10,3,0,2025-12-26T18:14:56.871461,4982
POST_0278,"Weather is okay today, not too hot, not too cold 🌤️ #weather",Neutral,Twitter,11,1,0,2025-12-23T21:14:56.871461,2659
POST_0279,Cooked dinner at home tonight. Simple pasta dish 🍝 #cooking,Neutral,Facebook,0,5,0,2025-12-25T01:14:56.871461,780
POST_0280,Cooked dinner at home tonight. Simple pasta dish 🍝 #cooking,Neutral,LinkedIn,15,4,2,2025-12-24T11:14:56.871461,2371
POST_0281,Regular workout at the gym today. Keeping up the routine 💪 #fitness,Neutral,Twitter,1,13,4,2025-12-25T01:14:56.871461,3333
POST_0282,"Finished reading that book. It was alright, nothing special 📖 #reading",Neutral,Twitter,66,7,1,2025-12-27T23:14:56.871461,940
POST_0283,Meeting went as expected. Nothing surprising happened 💼 #work,Neutral,LinkedIn,2,3,4,2025-12-29T04:14:56.871461,8138
POST_0284,Just finished grocery shopping. Regular Tuesday stuff 🛒 #routine,Neutral,TikTok,8,2,2,2025-12-26T12:14:56.871461,1100
POST_0285,Commute was normal today. No delays or issues 🚌 #commute,Neutral,Instagram,55,2,3,2025-12-24T14:14:56.871461,6540
POST_0286,Commute was normal today. No delays or issues 🚌 #commute,Neutral,TikTok,13,16,0,2025-12-28T08:14:56.871461,9364
POST_0287,Regular workout at the gym today. Keeping up the routine 💪 #fitness,Neutral,Twitter,22,0,0,2025-12-22T22:14:56.871461,7388
POST_0288,Went for a walk in the neighborhood. Nice and quiet 🚶‍♀️ #walk,Neutral,Facebook,68,14,7,2025-12-25T17:14:56.871461,5503
POST_0289,"Finished reading that book. It was alright, nothing special 📖 #reading",Neutral,TikTok,33,6,0,2025-12-28T00:14:56.871461,6772
POST_0290,Regular workout at the gym today. Keeping up the routine 💪 #fitness,Neutral,Twitter,30,5,4,2025-12-29T02:14:56.871461,5672
POST_0291,Had lunch at the usual place. Same as always 🍽️ #lunch #routine,Neutral,TikTok,7,1,1,2025-12-27T16:14:56.871461,2642
POST_0292,Went for a walk in the neighborhood. Nice and quiet 🚶‍♀️ #walk,Neutral,Facebook,50,5,1,2025-12-26T15:14:56.871461,7160
POST_0293,"Finished reading that book. It was alright, nothing special 📖 #reading",Neutral,Instagram,60,0,3,2025-12-25T16:14:56.871461,1674
POST_0294,Had lunch at the usual place. Same as always 🍽️ #lunch #routine,Neutral,TikTok,24,2,0,2025-12-25T04:14:56.871461,1757
POST_0295,"Weather is okay today, not too hot, not too cold 🌤️ #weather",Neutral,Twitter,6,1,6,2025-12-23T09:14:56.871461,4503
POST_0296,Went for a walk in the neighborhood. Nice and quiet 🚶‍♀️ #walk,Neutral,Instagram,55,4,0,2025-12-26T22:14:56.871461,6535
POST_0297,Regular workout at the gym today. Keeping up the routine 💪 #fitness,Neutral,Twitter,15,0,0,2025-12-24T04:14:56.871461,2162
POST_0298,Commute was normal today. No delays or issues 🚌 #commute,Neutral,Twitter,23,7,1,2025-12-28T18:14:56.871461,8005
POST_0299,Had lunch at the usual place. Same as always 🍽️ #lunch #routine,Neutral,TikTok,63,15,5,2025-12-22T23:14:56.871461,7467
POST_0300,Regular workout at the gym today. Keeping up the routine 💪 #fitness,Neutral,Instagram,4,1,0,2025-12-28T18:14:56.871461,4679
